입찰마감일,물건번호,입찰제목,낙찰 순번,응찰회사명,응찰회사사업자번호,대표자명,입찰금액,낙찰여부,낙찰회사주소,낙찰방식
2025-09-01,20250820171253620,[서울] 주민공동시설(커뮤니티센터) 위탁 운영업체 선정 공고,2,다음스포츠,5558700743,황선재,208152000,96.1,,
2025-09-01,20250820171253620,[서울] 주민공동시설(커뮤니티센터) 위탁 운영업체 선정 공고,3,주식회사라곰스포츠,2058601229,백영재,208152000,93.3,,
2025-09-01,20250820171253620,[서울] 주민공동시설(커뮤니티센터) 위탁 운영업체 선정 공고,4,주식회사 맑음컴퍼니,8508600262,이미경,208152000,94.3,,
2025-09-01,20250820171253620,[서울] 주민공동시설(커뮤니티센터) 위탁 운영업체 선정 공고,5,주식회사 스포이즘,1218605174,손수향,208152000,95.6,,
2025-09-01,20250820171253620,[서울] 주민공동시설(커뮤니티센터) 위탁 운영업체 선정 공고,6,주식회사 참우리,4768600690,김두연,208152000,94.6,,
2025-09-01,20250820171253620,[서울] 주민공동시설(커뮤니티센터) 위탁 운영업체 선정 공고,7,주식회사 퍼스트라인,6958801222,홍순형,208152000,96.8,,
2025-09-01,20250820162503358,[부산] 승강기 유지관리업체 선정 입찰 공고,1,(주)동부엘리베이터,6178187857,백인향,40560000,N,,
2025-09-01,20250820162503358,[부산] 승강기 유지관리업체 선정 입찰 공고,2,(주)부광엘리베이터,6058123490,탁충현,46800000,N,,
2025-09-01,20250820162503358,[부산] 승강기 유지관리업체 선정 입찰 공고,3,오티스엘리베이터(유)부산,6068510657,조익서,31200000,Y,부산시 연제구 거제1동  17-1,
2025-09-01,20250820162503358,[부산] 승강기 유지관리업체 선정 입찰 공고,4,(주)쉰들러엘리베이터부산사무소,6078519326,쉬와러피터존,**********,N,,
2025-09-01,20250820162221665,[부산] 재활용품 수거 용역업체 선정 입찰공고,1,(주)동남리싸이클링,6068620088,전기도,26544000,N,,
2025-09-01,20250820162221665,[부산] 재활용품 수거 용역업체 선정 입찰공고,2,(주)디케이코리아,6108632394,김희준,24648000,N,,
2025-09-01,20250820162221665,[부산] 재활용품 수거 용역업체 선정 입찰공고,3,주식회사 강륭,6068662827,이영기,30336000,Y,부산 금정구 공단로 39번길 16,
2025-09-01,20250820161904751,[대구] 저수조청소업체 선정,1,(주)그린연서,8418801811,손복순,4928000,N,,
2025-09-01,20250820161904751,[대구] 저수조청소업체 선정,2,(주)대명티엠에스,5148190465,최계수,4600000,Y,대구 남구 용두방천2길 34. 202호,
2025-09-01,20250820161904751,[대구] 저수조청소업체 선정,3,(주)신세계환경,5028195337,성덕용,5000000,N,,
2025-09-01,20250820161904751,[대구] 저수조청소업체 선정,4,(주)한보주택관리,5148131525,이승엽,5400000,N,,
2025-09-01,20250820161904751,[대구] 저수조청소업체 선정,5,하나이엔지(주),5028155941,김동환,4840000,N,,
2025-09-01,20250820160054917,[경기] CCTV 교체 및 증설공사 사업자 선정 입찰공고,1,(주)청조정보통신,1308621334,김동혁,117350000,N,,
2025-09-01,20250820160054917,[경기] CCTV 교체 및 증설공사 사업자 선정 입찰공고,2,글로벌정보통신주식회사,7778601796,박은정,117150000,N,,
2025-09-01,20250820160054917,[경기] CCTV 교체 및 증설공사 사업자 선정 입찰공고,3,도원아이앤씨(주),1348648747,고찬수,120510000,N,,
2025-09-01,20250820160054917,[경기] CCTV 교체 및 증설공사 사업자 선정 입찰공고,4,와이티 파트너스(주),5958702768,김유라,116590000,N,,
2025-09-01,20250820160054917,[경기] CCTV 교체 및 증설공사 사업자 선정 입찰공고,5,주식회사 신우에코넷,4418800854,김진영,112560000,Y,경기도 화성시 10 용사로 256,
2025-09-01,20250820152930771,[대구] 헌옷 수거업체 선정공고,1,경성무역,8802000442,김준우,6000000,N,,
2025-09-01,20250820152930771,[대구] 헌옷 수거업체 선정공고,2,세림실업(주),5148118347,배상수,5300000,N,,
2025-09-01,20250820152930771,[대구] 헌옷 수거업체 선정공고,3,이한산업,5041814786,이상현,7100000,Y,경북 칠곡군 지천면 창평로 131,
2025-09-01,20250820153537539,[전남] 조경(기계예조) 용역업체 선정 입찰공고,1,(주)자연과풍경,4108610989,김남진,11230000,N,,
2025-09-01,20250820153537539,[전남] 조경(기계예조) 용역업체 선정 입찰공고,2,주식회사 아우림,1228191038,임현희,8440000,Y,경기도 수원시 장안구 화산로 263. 201호(신일아파트 상가동),
2025-09-01,20250820153537539,[전남] 조경(기계예조) 용역업체 선정 입찰공고,3,주식회사쏠라리스,4168196506,정종회,**********,N,,
2025-09-01,20250820153023472,[경기] 보안등 외 기타시설물 외관 부식공사,1,(주)다원건설,6168118022,김병규,76000000,N,,
2025-09-01,20250820153023472,[경기] 보안등 외 기타시설물 외관 부식공사,2,극동에이앤씨(주),1178144187,박종식,86000000,N,,
2025-09-01,20250820153023472,[경기] 보안등 외 기타시설물 외관 부식공사,3,두레이앤씨 주식회사,4158152034,김문성,73200000,N,,
2025-09-01,20250820153023472,[경기] 보안등 외 기타시설물 외관 부식공사,4,성훈종합건설(주),4768801539,권태훈,74000000,N,,
2025-09-01,20250820153023472,[경기] 보안등 외 기타시설물 외관 부식공사,5,엘케이개발(주),1218117170,김재영,75100000,N,,
2025-09-01,20250820153023472,[경기] 보안등 외 기타시설물 외관 부식공사,6,청학건설,2198108361,김익신,81400000,N,,
2025-09-01,20250820153023472,[경기] 보안등 외 기타시설물 외관 부식공사,7,케이건설 주식회사,5888101788,"장순미,유지환",69300000,Y,"경기도 남양주시 경춘로1006,7층",
2025-09-01,20250820151111948,[부산] 소방시설 유지관리 및 점검업체 선정 입찰 공고,1,(주)김스소방안전,6068660358,김희관,3180000,N,,
2025-09-01,20250820151111948,[부산] 소방시설 유지관리 및 점검업체 선정 입찰 공고,2,(주)명성이엔씨,6178617021,정 경 태,2940000,Y,부산시 동구 자유평화로 32 화신빌딩 3층,
2025-09-01,20250820151111948,[부산] 소방시설 유지관리 및 점검업체 선정 입찰 공고,3,장안기업(주),6078183494,장동명,3600000,N,,
2025-09-01,20250820144447001,[경기] 전기실 ACB(기중차단기) 교체공사,1,(주)제이오전력,2068613903,황 건 준,30300000,N,,
2025-09-01,20250820144447001,[경기] 전기실 ACB(기중차단기) 교체공사,2,(주)진성엔지니어링,1178124634,최진기,29400000,Y,"서울시 금천구 가산디지털2로 184, 1122호(가산동,벽산디지털밸리2차)",
2025-09-01,20250820144447001,[경기] 전기실 ACB(기중차단기) 교체공사,3,㈜경원,1298148041,안귀영,30740000,N,,
2025-09-01,20250820144447001,[경기] 전기실 ACB(기중차단기) 교체공사,4,바우산전주식회사,1238189699,김무영,33800000,N,,
2025-09-01,20250820144447001,[경기] 전기실 ACB(기중차단기) 교체공사,5,주식회사 뉴예지,8668700982,"이재옥,박준영",31900000,N,,
2025-09-01,20250820143621662,[경기] 옥상 우레탄방수 및 슁글지붕 복합시트 방수공사 사업자선정 입찰공고,1,(주)다원건설,6168118022,김병규,360000000,79.5,,
2025-09-01,20250820143621662,[경기] 옥상 우레탄방수 및 슁글지붕 복합시트 방수공사 사업자선정 입찰공고,2,(주)에스엠에이,1308630454,김성태,363900000,77.63,,
2025-09-01,20250820143621662,[경기] 옥상 우레탄방수 및 슁글지붕 복합시트 방수공사 사업자선정 입찰공고,3,극동에이앤씨(주),1178144187,박종식,315000000,99.63,,
2025-09-01,20250820143621662,[경기] 옥상 우레탄방수 및 슁글지붕 복합시트 방수공사 사업자선정 입찰공고,4,우주티앤아이(주),2148814722,박상진,335000000,75.5,,
2025-09-01,20250820143621662,[경기] 옥상 우레탄방수 및 슁글지붕 복합시트 방수공사 사업자선정 입찰공고,5,삼정아이엔지건설(주),1228621556,박정식,332500000,90.63,,
2025-09-01,20250820143621662,[경기] 옥상 우레탄방수 및 슁글지붕 복합시트 방수공사 사업자선정 입찰공고,6,세일산업개발(주),1058620270,윤동욱,337200000,82.25,,
2025-09-01,20250820143621662,[경기] 옥상 우레탄방수 및 슁글지붕 복합시트 방수공사 사업자선정 입찰공고,7,효원이엔씨(주),7168800160,최종민,353400000,88.49,,
2025-09-01,20250820143336379,[경기] 화재수신기 교체공사 업체선정 입찰공고,1,(주)동보기술단,2068624661,최경열,4180000,Y,서울 광진구 중곡3동 198-1 중앙빌딩3층,
2025-09-01,20250820143336379,[경기] 화재수신기 교체공사 업체선정 입찰공고,2,(주)원탑소방,4348802359,황미연,5400000,N,,
2025-09-01,20250820143336379,[경기] 화재수신기 교체공사 업체선정 입찰공고,3,(주)유신방재,2138636210,허근,6940000,N,,
2025-09-01,20250820143336379,[경기] 화재수신기 교체공사 업체선정 입찰공고,4,오성방재공영(주),2048127162,이충희,5940000,N,,
2025-09-01,20250820143336379,[경기] 화재수신기 교체공사 업체선정 입찰공고,5,우성전자(주),1238172602,송해영,5000000,N,,
2025-09-01,20250820142138904,[경남] 외부 균열보수 및 도장공사 업체 선정 (재)공고,1,(주)나원,6058137261,"권순영,김대홍",538000000,N,,
2025-09-01,20250820142138904,[경남] 외부 균열보수 및 도장공사 업체 선정 (재)공고,2,(주)삼정엔지니어링,6178141434,김기령,534600000,N,,
2025-09-01,20250820142138904,[경남] 외부 균열보수 및 도장공사 업체 선정 (재)공고,3,(주)유광씨앤씨,6088142308,"윤일선, 윤정욱",532240000,N,,
2025-09-01,20250820142138904,[경남] 외부 균열보수 및 도장공사 업체 선정 (재)공고,4,(주)은화,6048122746,김도형,535970000,N,,
2025-09-01,20250820142138904,[경남] 외부 균열보수 및 도장공사 업체 선정 (재)공고,5,주식회사 다현기업,6418602496,김미경,530600000,Y,경상남도 김해시 분성로478,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,1,(주)부영씨엔씨,4168121999,정동진,103000000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,2,(주)수산기업,1398141287,장수철,140000000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,3,(주)원당이앤씨,2058140794,황진형,105000000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,4,(주)정민씨앤씨,8618601000,"조성문,신동인",106500000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,5,삼정아이엔지건설(주),1228621556,박정식,109000000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,6,삼호종합건설(주),6098130858,진만수,106400000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,7,수색대원건설(주),1108182064,강혜진,65000000,Y,"서울시 은평구 수색로340(수색동,2층)",
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,8,시주건설주식회사,1098641388,강석태,94000000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,9,신양아이엔지건설(주),1088146691,강경구,120900000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,10,주식회사 수주건설,1348651451,유영남,149970000,N,,
2025-09-01,20250820132431599,[경기] 옥상 우레탄 방수공사,11,주식회사 신현공사,2208113879,윤태흠,120000000,N,,
2025-09-01,20250820135403599,[경기] 주차장옥외계단 크랙보수 및 도장공사업체선정,1,경창산업개발,7348800436,한인경,18000000,N,,
2025-09-01,20250820135403599,[경기] 주차장옥외계단 크랙보수 및 도장공사업체선정,2,나노에이알씨(주),6138168431,"방극민, 박후진",15600000,Y,"서울시 성동구 마장로 296, 303호(마장동, 봉호빌딩)",
2025-09-01,20250820135403599,[경기] 주차장옥외계단 크랙보수 및 도장공사업체선정,3,주식회사 유니드건설,2318111717,이정호,19300000,N,,
2025-09-01,20250819151011791,[울산] 외부 균열보수 및 재도장 공사,1,(주)신정이엔씨,2808100492,김성태,175800000,N,,
2025-09-01,20250819151011791,[울산] 외부 균열보수 및 재도장 공사,2,(주)유광씨앤씨,6088142308,"윤일선, 윤정욱",180600000,N,,
2025-09-01,20250819151011791,[울산] 외부 균열보수 및 재도장 공사,3,에이원건설(주),6108125369,박두경,190100000,N,,
2025-09-01,20250819151011791,[울산] 외부 균열보수 및 재도장 공사,4,주식회사청우건설,2138601889,김성태,168000000,Y,울산광역시 남구 화합로 17,
2025-09-01,20250820132710278,[서울] 승강기 기계실 및 전기실 에어컨 설치공사 업체선정,1,(주)에어코딩,1098161749,유의현,62328000,N,,
2025-09-01,20250820132710278,[서울] 승강기 기계실 및 전기실 에어컨 설치공사 업체선정,2,(주)유투,4108628780,강철원,60490000,N,,
2025-09-01,20250820132710278,[서울] 승강기 기계실 및 전기실 에어컨 설치공사 업체선정,3,서울공조,2138628103,유광현,58170000,N,,
2025-09-01,20250820132710278,[서울] 승강기 기계실 및 전기실 에어컨 설치공사 업체선정,4,주식회사 리더스렌탈,8528703243,이소정,54962000,Y,"서울 송파구 올림픽로505, 2층 (풍납동, 유원빌딩)",
2025-09-01,20250820131838828,[울산] 열화상카메라 설치공사 업체 선정,1,(주)아이티밸리,6218136264,최동맹,33640000,N,,
2025-09-01,20250820131838828,[울산] 열화상카메라 설치공사 업체 선정,2,석우정보기술 주식회사,6248101857,정승희,33922000,N,,
2025-09-01,20250820131838828,[울산] 열화상카메라 설치공사 업체 선정,3,혜인티엔에스(주),6078185769,김 종 열,30440000,Y,부산광역시 교대로24번길50 씨-201,
2025-09-01,20250820131512142,[경북] 소방시설 점검업체 선정 공고,1,(주)프로에프에스,5048157625,제성옥,3300000,Y,대구 수성구 들안로 160,
2025-09-01,20250820131512142,[경북] 소방시설 점검업체 선정 공고,2,가람소방방재(주),4278100301,김정희,4830000,N,,
2025-09-01,20250820131512142,[경북] 소방시설 점검업체 선정 공고,3,넘버원소방이엔지(주),1168195567,김성영,4780000,N,,
2025-09-01,20250820131512142,[경북] 소방시설 점검업체 선정 공고,4,명주소방솔루션(주),2868803628,방상수,**********,N,,
2025-09-01,20250820131512142,[경북] 소방시설 점검업체 선정 공고,5,연세소방,6168700602,김영근,3390000,N,,
2025-09-01,20250820131512142,[경북] 소방시설 점검업체 선정 공고,6,우진소방방재 (주),2588802546,강진희,5200000,N,,
2025-09-01,20250820131512142,[경북] 소방시설 점검업체 선정 공고,7,제이앤소방,4512102201,정재원,3600000,N,,
2025-09-01,20250820131512142,[경북] 소방시설 점검업체 선정 공고,8,주식회사 베스트소방산업,4678803187,안효석,3800000,N,,
2025-09-01,20250820131122527,[경기] 승강기 유지관리업체 선정 공고,1,오티스서비스엑스퍼트(유),8358701968,장두호,10200000,98,,
2025-09-01,20250820131122527,[경기] 승강기 유지관리업체 선정 공고,2,티케이엘리베이터코리아(주)경원,1248551817,서득현,19380000,67.3,,
2025-09-01,20250820113319860,[서울] 옥상 부분방수 및 크랙공사 사업자선정 입찰공고,1,(주)루아이앤씨,3158119531,조득선. 이동우,96500000,N,,
2025-09-01,20250820113319860,[서울] 옥상 부분방수 및 크랙공사 사업자선정 입찰공고,2,주식회사 두영이앤씨,1638703143,김정숙,97000000,N,,
2025-09-01,20250820113319860,[서울] 옥상 부분방수 및 크랙공사 사업자선정 입찰공고,3,주식회사 로운건설,1228801423,이효은,96033042,N,,
2025-09-01,20250820113319860,[서울] 옥상 부분방수 및 크랙공사 사업자선정 입찰공고,4,주식회사 시스텍이앤씨,2158148186,"전진우, 임남현, 김희준",95100000,Y,"서울특별시 송파구 올림픽로32길 21-9, 3층(방이동)",
2025-09-01,20250820113319860,[서울] 옥상 부분방수 및 크랙공사 사업자선정 입찰공고,5,주식회사세영건설,2308802679,김준호,96500000,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,1,(유)원광,1248652958,박수연,**********,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,2,(유)화이트시스템,8948600146,윤지연,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,3,(주)가온종합관리,1278602419,이종은,**********,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,4,(주)경진이앤지,2068183966,안윤미,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,5,(주)뉴맨테크,1298157685,최동준,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,6,(주)더지엠에스,1348707063,이동석,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,7,(주)덕우,1278163880,박준우,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,8,(주)두원에이앤씨,1138609806,박태종,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,9,(주)밝은티에스,1208182983,류규열,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,10,(주)백송종합관리,4558600048,이상희,**********,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,11,(주)상우시스템,6508100177,김영진,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,12,(주)승학,6058165466,김태현,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,13,(주)아이원서비스,2108166476,최우석,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,14,(주)에이스엠,1358613260,윤여선,**********,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,15,(주)에이치엠씨,1838802714,정철승,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,16,(주)에코그린티엠,1088165529,백송이,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,17,(주)이데아그룹,1198182362,이건희,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,18,(주)이엠피서비스,1088156132,정구창,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,19,(주)태룡에스디,1288118490,김주형,**********,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,20,(주)태영,1388113115,한병찬,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,21,(주)피누스이앤씨,2068615333,김진수,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,22,국제경보산업(주),1078121815,정일영,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,23,삼우안전관리(유),2208645658,송하영,208380240,Y,서울 금천구 가산디지털2로 98. 2-207,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,24,새롬종합관리주식회사,1318608902,신현석,**********,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,25,석정산업주식회사,8458602633,전은경,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,26,에스엠피티주식회사,1318178039,김오근,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,27,엘림에스 유한책임회사,1228628618,이윤필,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,28,예주산업주식회사,1088146726,황재희,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,29,위더스엔 주식회사,1198634846,박명근,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,30,제일 씨앤에스(주),1318183022,박범용,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,31,주식회사 동익,1108187846,박서린,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,32,주식회사 미래에이비엠,2048172653,조삼수,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,33,주식회사 세이프원,1068682075,이명근외1,208380240,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,34,주식회사 한영파트너스에프에이치,1388102132,김현진,**********,N,,
2025-09-01,20250820110716955,[서울] 경비용역 업체 선정,35,한국보안컨설팅(주),2068164580,김재욱,208380240,N,,
2025-09-01,20250820101807118,[서울] 정화조 방류관교체 긴급 공사업체선정 공고,1,(주)한국종합환경컨설팅,2108125136,이재찬,39430000,N,,
2025-09-01,20250820101807118,[서울] 정화조 방류관교체 긴급 공사업체선정 공고,2,본주건설 주식회사,4118601751,최미숙,37100000,N,,
2025-09-01,20250820101807118,[서울] 정화조 방류관교체 긴급 공사업체선정 공고,3,신의건설(주),1348133860,김진국,42000000,N,,
2025-09-01,20250820101807118,[서울] 정화조 방류관교체 긴급 공사업체선정 공고,4,이지건설(주),1188111466,박재호,33400000,Y,"서울시 금천구 디지털로10길 69, 비동1733호",
2025-09-01,20250820101807118,[서울] 정화조 방류관교체 긴급 공사업체선정 공고,5,주식회사 수지씨앤에스,1358178405,김덕선,42200000,N,,
2025-09-01,20250820101807118,[서울] 정화조 방류관교체 긴급 공사업체선정 공고,6,탑산종합건설(주),5028120156,"이영갑, 장대섭",38800000,N,,
2025-09-01,20250820101052649,[경기] 파고라 교체공사 사업자 선정,1,(주)재운,1268658318,안홍규,29450000,N,,
2025-09-01,20250820101052649,[경기] 파고라 교체공사 사업자 선정,2,(주)조인존,1198188124,"서갑천,김정남",33900000,N,,
2025-09-01,20250820101052649,[경기] 파고라 교체공사 사업자 선정,3,주식회사이지데코,8908700044,"김미선,윤병일",26360000,Y,"경기도 고양시 일산서구 산현로17번길 9, 305호",
2025-09-01,20250820100758598,[충북]천연잔디 식재공사 사업자 선정 입찰 공고,1,(주)에프비에스,2518102357,윤호,26000000,90.4,,
2025-09-01,20250820100758598,[충북]천연잔디 식재공사 사업자 선정 입찰 공고,2,명품조경주식회사,4568601768,서경희,22610000,96.8,,
2025-09-01,20250820100758598,[충북]천연잔디 식재공사 사업자 선정 입찰 공고,3,주식회사 호암조경건설,8178102313,윤정희,26526000,84.8,,
2025-09-01,kg2b_125425,"[충북] 예,제초 작업 업체 선정 입찰 공고",1,주식회사 전문건설조경,249-88-01072,신인희,12000000,Y,,낙찰
2025-09-01,kg2b_125394,[경기] 조경유지관리업체 선정 입찰 공고(재공고),1,초막골영농조합법인,311-81-31270,조관행,20700000,Y,,낙찰
2025-09-01,kg2b_125377,[서울] 급수관 감압밸브 교체공사 사업자 선정 긴급 입찰공고,1,(주)진성기업,123-81-57329,오태석,7670000,Y,,낙찰
2025-09-01,kg2b_125373,[경기] 승강기 교체공사 폐자재 매각 (긴급)입찰공고,1,쌍용자원,206-16-43063,박관규,26180000,Y,,낙찰
2025-09-01,kg2b_125458,[경기] 누수세대 방수공사 사업자선정 입찰공고(긴급),1,여름건설주식회사,163-88-03010,박종옥,17400000,Y,,낙찰
2025-09-01,kg2b_125251,[인천] 외부승강기 에어컨 납품시공 업체 선정 입찰 공고,1,주식회사 대산엘리베이터,127-81-28694,나승은,63000000,Y,,낙찰
2025-09-01,kg2b_125205,[경기] 소독용역업체 선정 입찰공고,1,(주)에이원한강,334-88-01953,오재일,13584000,Y,,낙찰
2025-09-01,kg2b_125203,[세종] 전기안전관리자의 직무에 관한 고시에 따른 점검업체 선정 재공고,1,(주)세종안전기술단,307-81-37877,이정설,960000,Y,,낙찰
2025-09-01,kg2b_125198,[서울] 소방시설 유지관리업체 선정,1,교원소방주식회사,369-81-02115,김정주,7970000,Y,,낙찰
2025-09-01,kg2b_125195,[세종] 재활용품 수거 업체 선정 입찰 공고,1,대성환경,305-27-70413,김병성,5443200,Y,,낙찰
2025-09-01,kg2b_125190,[서울] 수목 전지작업 업체 선정 공고,1,(주)대동나무병원,221-81-47071,이경민,11770000,Y,,낙찰
